feature_id,surface,entry_point,handler,payload,authorization,state_persistence,target,feedback,test,real_evidence,status,residual_risk,evidence_basis
map.bind_trigger_note,phone MAP,static/phone-v3/mapping-mode.js#trigger-note,static/phone-v3/mapping-mode.js (trigger-note) + src/live/midi-receiver.ts pressReceiverNote (writePacket),"control_id, midi_track, pitch, octave, velocity",controller role token,presets,MIDI track via RC-Midi-Receiver v2 SDK packet,Trigger Note card; arm indicator,tests/live-midi-trigger.test.mjs; live-midi-receiver.test.mjs; scripts/midi-receiver-arming.test.mjs,tests/live-midi-trigger.test.mjs; live-midi-receiver.test.mjs; scripts/midi-receiver-arming.test.mjs,automated-test-P05;code-reviewed-P02;code-reviewed-P04,old UDP Receiver left loaded -> unsafe; ordering ON/OFF under SDK slow,"ran in P05 npm test / test:ui: scripts/midi-receiver-arming.test.mjs, tests/live-midi-receiver.test.mjs, tests/live-midi-trigger.test.mjs | progress.jsonl P02: mapping-mode.js; P04: Receiver v2"
map.tap_to_midi_v2,phone MAP,static/phone-v3/mapping-mode.js#trigger-note,"src/live/midi-receiver.ts pressReceiverNote + writePacket (RC MIDI Packet v2 SDK parameter, Float 0..4194303)",pitch/octave/velocity,controller role token,presets,selected MIDI track via SDK parameter,trigger card,tests/live-midi-trigger.test.mjs; tests/live-midi-receiver.test.mjs,tests/live-midi-trigger.test.mjs; tests/live-midi-receiver.test.mjs,automated-test-P05;code-reviewed-P02;code-reviewed-P04,"duplicate Receivers, OFF during held note, disarm on reload","ran in P05 npm test / test:ui: tests/live-midi-receiver.test.mjs, tests/live-midi-trigger.test.mjs | progress.jsonl P02: mapping-mode.js; P04: Receiver v2"
map.clear_all,phone MAP / panel,static/phone-v3/mapping-mode.js#clear-all,static/phone-v3/mapping-mode.js clearAllMobileMappings + src/live/mappings.ts clearMappings + stopAllHostModulators,clear all mappings signal,controller or admin,presets persisted after clear,Live state (mappings) + host modulators parked to 0,status update,tests/live-mappings-clear.test.mjs,tests/live-mappings-clear.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02,in-flight writes replay after clear; explicit OFF for held notes,workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 'All mappings cleared.' (print 06) | ran in P05 npm test / test:ui: tests/live-mappings-clear.test.mjs | progress.jsonl P02: mapping-mode.js
map.preset.save_load_delete,phone MAP / panel,static/phone-v3/mapping-mode.js,src/live/project-config.ts buildProjectConfig + saveProjectConfigFile (atomic write com rollback),preset blob; selected name,controller role token,presets.json (atomic write),presets.json (storage),preset list,tests/project-config.test.mjs; project-config-storage.test.mjs; live-preset-storage.test.mjs; release-cleanup.test.mjs,tests/project-config.test.mjs; project-config-storage.test.mjs; live-preset-storage.test.mjs; release-cleanup.test.mjs,automated-test-P05;code-reviewed-P02;code-reviewed-P03,atomic write failure leaves previous file intact (good); concurrent edits,"ran in P05 npm test / test:ui: tests/live-preset-storage.test.mjs, tests/project-config-storage.test.mjs, tests/project-config.test.mjs, tests/release-cleanup.test.mjs | progress.jsonl P02: mapping-mode.js; P03: project-config"
cfg.per_control_override,phone CFG / desktop panel,static/phone-v3/config-mode.js,"static/phone-v3/config-mode.js RcConfigMode (singleton, exclusive com MAP; per-control builders)","control_id, mode/shape/subdivision/physics overrides",controller role token,localStorage ableton-rc:control_config,phone rendering (localStorage ableton-rc:control_config),CFG badges; clear-all popover,static/phone-v3/config-mode.test.mjs; control-config.test.mjs,static/phone-v3/config-mode.test.mjs; control-config.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02,badges may mis-state on PERF/MIX if CFG off; pointer capture / popover content,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 CFG scoping PERF/MIX, popover sanitation; 19/09 long-press opens CFG, tap-and-drag controls | ran in P05 npm test / test:ui: static/phone-v3/config-mode.test.mjs, static/phone-v3/control-config.test.mjs | progress.jsonl P02: config-mode.js"
cfg.clear_all,phone CFG,static/phone-v3/config-mode.js#clear-all,static/phone-v3/config-mode.js clearAllOverrides + clearControlConfig,clear all per-control overrides,controller role token,localStorage cleared,phone rendering (localStorage ableton-rc:control_config),popover confirmation,static/phone-v3/config-mode.test.mjs; control-config.test.mjs,static/phone-v3/config-mode.test.mjs; static/phone-v3/control-config.test.mjs,automated-test-P05;code-reviewed-P02,accidental global clear; right-click vs long-press parity,"ran in P05 npm test / test:ui: static/phone-v3/config-mode.test.mjs, static/phone-v3/control-config.test.mjs | progress.jsonl P02: config-mode.js"
sync.global,phone PERF / settings modal,static/phone-v3/transport.js + modules/sync.js,src/live/osc-transport.ts (clock source = AbletonOSC/SDK sim/FREE) + src/live/host-modulators.ts,"source, subdivisions, swing, phase, shapes",controller role token,localStorage,LFO/Stutter timing + SYNCED/SDK/FREE status,SYNCED/SDK/FREE status,tests/osc-transport.test.mjs; osc-transport-polling.test.mjs; transport-clock.test.mjs; stage-mode-fullscreen.test.mjs,tests/osc-transport.test.mjs; osc-transport-polling.test.mjs; transport-clock.test.mjs; stage-mode-fullscreen.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P03,OSC unavailable; clock source stale; SYNC<->FREE transition fidelity,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 SYNC on at 120 BPM, snapshot Sync morph followed tempo (prints 03-05) | ran in P05 npm test / test:ui: tests/osc-transport-polling.test.mjs, tests/osc-transport.test.mjs, tests/stage-mode-fullscreen.test.mjs, tests/transport-clock.test.mjs | progress.jsonl P03: osc-transport"
transport.lite_trn,phone TRN overlay,static/phone-v3/modules/transport.js,"static/phone-v3/modules/transport.js + src/live/osc-transport.ts (cmd/jumpToPrevCue, jumpToNextCue, cuePointJump)","play, stop, prev/next cue, locator jumps",controller role token,none,Live transport,playhead flash; TRN button rhythm flash,static/phone-v3/transport.test.mjs,static/phone-v3/transport.test.mjs,automated-test-P05,OSC unavailable (AbletonOSC missing),ran in P05 npm test / test:ui: static/phone-v3/transport.test.mjs
stage.mode_fullscreen,phone PERF,static/phone-v3/stage-mode-controller.js,static/phone-v3/stage-mode-controller.js (requestFullscreen no documentElement; fullscreenchange re-arm com debounce),enter/exit fullscreen,n/a,none,DOM fullscreen,fullscreen UI; return to background warning,tests/stage-mode-fullscreen.test.mjs,tests/stage-mode-fullscreen.test.mjs,automated-test-P05,auto-suspend; multi-window,ran in P05 npm test / test:ui: tests/stage-mode-fullscreen.test.mjs
snapshot.capture_recall_clear_morph,phone SNP,static/phone-v3/modules/snapshots.js,static/phone-v3/modules/snapshots.js + src/live/mappings.ts (snapshot guarda controles bound; CFG fora),slot id; morph time (ms or beats),controller role token,localStorage; presets (see map.preset.save_load_delete),Live device parameters,SLOT/PRONTO indicator; morph time,static/phone-v3/snapshots.test.mjs; snapshot-controls.test.mjs; release-cleanup.test.mjs,static/phone-v3/snapshots.test.mjs; snapshot-controls.test.mjs; release-cleanup.test.mjs,owner-accepted-2026-09-19;automated-test-P05,stutter depth/rate capture on recall; vector XY direct vs morph (F-003/F-005),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 capture/recall/clear, Grid Free + Sync OK, Vector XY jumps (F-004), transition time ignored in Vector (F-005); prints 04-05 | ran in P05 npm test / test:ui: static/phone-v3/snapshot-controls.test.mjs, static/phone-v3/snapshots.test.mjs, tests/release-cleanup.test.mjs"
calibrate.sns,phone SNS,static/phone-v3/calibration.js + static/phone-v3/modules/calibration.js,static/phone-v3/calibration.js (sessão independente por domínio),ok/cancel; reset; per-domain progress,controller role token,calibration state per domain,phone rendering (sensor gain etc.),instruction + progress,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,automated-test-P05,no fake success without fresh readings; cancel/reset boundaries,"ran in P05 npm test / test:ui: static/phone-v3/calibration.test.mjs, tests/ui/calibration.spec.mjs"
calibrate.aud,phone AUD,static/phone-v3/calibration.js + static/phone-v3/modules/calibration.js,static/phone-v3/calibration.js (RMS/envelope response 5s; cancel/reset),ok/cancel; reset; per-domain progress,controller role token,calibration state per domain,audio processing,instruction + progress,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,automated-test-P05,no fake success without fresh readings; cancel/reset boundaries,"ran in P05 npm test / test:ui: static/phone-v3/calibration.test.mjs, tests/ui/calibration.spec.mjs"
calibrate.vid,phone VID,static/phone-v3/calibration.js + static/phone-v3/modules/calibration.js,static/phone-v3/calibration.js (4s hand; verifica luz/tracking; só habilita camera modes suportados),ok/cancel; reset; per-domain progress,controller role token,calibration state per domain,vision processing,instruction + progress,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,static/phone-v3/calibration.test.mjs; tests/ui/calibration.spec.mjs,automated-test-P05,no fake success without fresh readings; cancel/reset boundaries,"ran in P05 npm test / test:ui: static/phone-v3/calibration.test.mjs, tests/ui/calibration.spec.mjs"
server.ws.hello,panel/admin/phone,src/server/ws.ts,src/server/ws.ts sendHello (controlStreamVersion=1),"type, controlStreamVersion, client_id, role, tokenStatus, path, commands, tempo, signature, scale, playheadActive, playheadTimeMs, values, bipolarControls, projectConfig",token (rotating),session cookie,cliente phone/panel/admin bootstrap,connection status,tests/server-hello-token-status.test.mjs; server-ws-security.test.mjs; server-shared-surface.test.mjs,tests/server-hello-token-status.test.mjs; server-ws-security.test.mjs; server-shared-surface.test.mjs,automated-test-P05;code-reviewed-P03,"unknown keys on snapshot, control and set-display-name messages ignored (good)","ran in P05 npm test / test:ui: tests/server-hello-token-status.test.mjs, tests/server-shared-surface.test.mjs, tests/server-ws-security.test.mjs | progress.jsonl P03: http.ts, session-auth"
server.control_frame,phone→server,src/server/ws-bounds.ts,"src/server/ws-bounds.ts boundControlFrame + createRateLimiter (RATE_BURST=600, RATE_SUSTAINED_PER_SEC=300, RATE_WINDOW_MS=1000)",control values,controller role token,none,host write-scheduler via WebSocket,rate-limit notice,tests/server-control-frame.test.mjs; server-rate-limit-notice.test.mjs; server-rate-limit-headroom.test.mjs,tests/server-control-frame.test.mjs; server-rate-limit-notice.test.mjs; server-rate-limit-headroom.test.mjs,automated-test-P05;code-reviewed-P03,burst overflow; sustained overrun,"ran in P05 npm test / test:ui: tests/server-control-frame.test.mjs, tests/server-rate-limit-headroom.test.mjs, tests/server-rate-limit-notice.test.mjs | progress.jsonl P03: http.ts"
server.backpressure,admin/phone,src/server/backpressure.ts,src/server/backpressure.ts sendWithBackpressure (BACKPRESSURE_DROP_THRESHOLD=512 KiB; BACKPRESSURE_DISCONNECT_THRESHOLD=2 MiB; close 4008),telemetry/critical frames,any role,none,WebSocket outbound,backpressure headroom + disconnect 4008,tests/server-state-backpressure.test.mjs; live-state-backpressure.test.mjs; server-ws-stress.test.mjs,tests/server-state-backpressure.test.mjs; live-state-backpressure.test.mjs; server-ws-stress.test.mjs,automated-test-P05;code-reviewed-P03,2 MiB disconnect; reconnect restores state,"ran in P05 npm test / test:ui: tests/live-state-backpressure.test.mjs, tests/server-ws-stress.test.mjs | progress.jsonl P03: write-scheduler"
server.session_rotate,panel/admin/phone,src/server/session-auth.ts,src/server/session-auth.ts (tokens 16-byte hex rotacionados por start; SESSION_COOKIE_NAME=rc_surface_token; SameSite=Lax; Secure quando encrypted),token in URL or cookie,token + role,session cookie,autenticação HTTP/WS (cookie > query > Bearer > X-Token; timingSafeEqual),SESSION EXPIRED — RESCAN QR,tests/server-session-replaced.test.mjs; server-session-cookie.test.mjs; server-token-staleness.test.mjs; server-panel-token-exposure.test.mjs,tests/server-session-replaced.test.mjs; server-session-cookie.test.mjs; server-token-staleness.test.mjs; server-panel-token-exposure.test.mjs,automated-test-P05;code-reviewed-P03,old tab reconnect drops to read-only,"ran in P05 npm test / test:ui: tests/server-panel-token-exposure.test.mjs, tests/server-session-cookie.test.mjs, tests/server-session-replaced.test.mjs, tests/server-token-staleness.test.mjs | progress.jsonl P03: session-auth"
live.write_scheduler_single_flight,host,src/server/write-scheduler.ts,"src/server/write-scheduler.ts WriteScheduler (FIFO para isDiscrete=true, coalesce continuous por targetKey)",device writes,admin or controller (depends on command),in-memory,Live device parameter (drained em paralelo por targetKey independente),actuator stats,tests/server-write-scheduler.test.mjs; server-write-scheduler-reentrancy.test.mjs,tests/server-write-scheduler.test.mjs; server-write-scheduler-reentrancy.test.mjs,automated-test-P05;code-reviewed-P03,re-entrancy / ordering under SDK slow,"ran in P05 npm test / test:ui: tests/server-write-scheduler-reentrancy.test.mjs, tests/server-write-scheduler.test.mjs | progress.jsonl P03: write-scheduler"
live.continuous_target_actuator,host,src/live/continuous-target-actuator.ts,"src/live/continuous-target-actuator.ts ContinuousTargetActuator (single-flight por lane, inFlightByTarget, getStats com ring 512 + p50/p95/rate/s)",target value,controller,none,Live device parameter (latest-value),actuator stats,tests/live-continuous-target-actuator.test.mjs; live-continuous-target-actuator-stats.test.mjs,tests/live-continuous-target-actuator.test.mjs; live-continuous-target-actuator-stats.test.mjs,automated-test-P05;code-reviewed-P03,cancel between promise and setValue completion,"ran in P05 npm test / test:ui: tests/live-continuous-target-actuator-stats.test.mjs, tests/live-continuous-target-actuator.test.mjs | progress.jsonl P03: continuous-target-actuator"
live.host_modulators,host,src/live/host-modulators.ts,src/live/host-modulators.ts tickHostModulators (setInterval 4ms; FREE integrates phase via elapsed timestamps; SYNC usa oscTransport.state.currentSongTimeBeats ou playhead; burstEnvelope aplica attack/release),"phase, value",controller,SYNC settings + CFG,Live device parameter (computeSyncedLfoValue/computeSyncedStutterValue),phase continuity,tests/live-host-modulators.test.mjs; host-modulator-phase-continuity.test.mjs; live-host-modulator-write-suppression.test.mjs,tests/live-host-modulators.test.mjs; host-modulator-phase-continuity.test.mjs; live-host-modulator-write-suppression.test.mjs,automated-test-P05;code-reviewed-P03,phase resets on shape change,"ran in P05 npm test / test:ui: tests/host-modulator-phase-continuity.test.mjs, tests/live-host-modulator-write-suppression.test.mjs, tests/live-host-modulators.test.mjs | progress.jsonl P03: host-modulators"
live.transport_clock,host,src/live/transport-clock.ts,src/live/transport-clock.ts (LFO_SHAPE_MAX_HZ=sine 4/tri 3/ramps 3/square 12 fallback; LFO_SUBDIVISIONS 32..0.03125; getLfoSubdivision slows by octaves; getStutterTiming clamp swing 0..0.66 e ratchet 1..4),"rate, bpm, pin",controller,none,LFO/Stutter effective Hz,effective rate readout,tests/transport-clock.test.mjs; modulator-policy-parity.test.mjs,tests/transport-clock.test.mjs; modulator-policy-parity.test.mjs,automated-test-P05;code-reviewed-P03,drift between phone and host (parity test guards),"ran in P05 npm test / test:ui: tests/modulator-policy-parity.test.mjs, tests/transport-clock.test.mjs | progress.jsonl P03: transport-clock"
live.osc_transport,host,src/live/osc-transport.ts,src/live/osc-transport.ts OSCTransport (singleton; listenPortCandidates 11001/11101/11201; reusa globalThis.abletonOSCSocket se RC Setlist já abriu; queryInitialState registra LISTEN uma vez; pollTick só faz GET.selectedDevice quando stream vivo),OSC addresses (LISTEN/GET/CMD/RESPONSE),controller (via server),in-memory,AbletonOSC 11000/11001,status SYNCED/SDK/FREE,tests/osc-transport.test.mjs; osc-transport-polling.test.mjs; osc-transport-polyfill.test.mjs; tests/contracts-freeze.test.mjs,tests/osc-transport.test.mjs; osc-transport-polling.test.mjs; osc-transport-polyfill.test.mjs; tests/contracts-freeze.test.mjs,automated-test-P05;code-reviewed-P03,OSC unavailable; registry drift caught by freeze test,"ran in P05 npm test / test:ui: tests/contracts-freeze.test.mjs, tests/osc-transport-polling.test.mjs, tests/osc-transport-polyfill.test.mjs, tests/osc-transport.test.mjs | progress.jsonl P03: osc-transport"
live.mappings,host,src/live/mappings.ts,src/live/mappings.ts MappingTarget (type: device_param/mixer_volume/pan/send/tempo/track_mute/track_solo/track_arm; neutralPolicy: hold/zero/center/custom/release; initial/reconcile migrados para hold em runtime),command dispatch,controller or admin (per command),ProjectConfig + presets,Live device parameter; persiste em ProjectConfig (atomic),actuator stats; control frame echo,"tests/live-mappings-{curve,target-range,pickup,takeover,smooth-timer,safe-loss,clear,idle-value,high-rate,midi-trigger,mid-trigger}; project-config*; live-preset-storage*; release-cleanup","tests/live-mappings-{curve,target-range,pickup,takeover,smooth-timer,safe-loss,clear,idle-value,high-rate,midi-trigger,mid-trigger}; project-config*; live-preset-storage*; release-cleanup",automated-test-P05;code-reviewed-P03,race between clearAll and in-flight write,"ran in P05 npm test / test:ui: tests/live-mappings-clear.test.mjs, tests/live-mappings-curve.test.mjs, tests/live-mappings-high-rate.test.mjs, tests/live-mappings-idle-value.test.mjs … | progress.jsonl P03: continuous-target-actuator, project-config, safe-input"
audio.descriptor_worklet,phone AUD,static/phone-v3/audio-descriptor-worklet.js,static/phone-v3/audio-descriptor-worklet.js AudioDescriptorWorklet (AudioWorkletProcessor 'rc-audio-descriptors'; awaitingAck no máximo 1 mensagem; reset via epoch),PCM frames,controller role token,n/a,descriptors stream -> audio-descriptor-stream.js,internal,static/phone-v3/audio-descriptor-worklet.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs,automated-test-P05;code-reviewed-P02,suspended context; sample rate mismatch,"ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-worklet.test.mjs | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js"
audio.descriptor_stream,phone AUD,static/phone-v3/audio-descriptor-stream.js,static/phone-v3/audio-descriptor-stream.js (stream 12 descriptors; AudioDescriptorWorklet -> processor),12 descriptors + loudness,controller role token,localStorage detector knobs,host live dispatch via boundImmediateControls (MAX_CONTROLS_PER_IMMEDIATE_BATCH=12),card meter; graph,static/phone-v3/audio-descriptor-stream.test.mjs,static/phone-v3/audio-descriptor-stream.test.mjs,automated-test-P05;code-reviewed-P04,descriptor path emits before permission; sustained vs burst,ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs | progress.jsonl P04: audio-descriptor-stream
audio.input_selector,phone AUD,static/phone-v3/audio-input-selector.js,static/phone-v3/audio-input-selector.js (device list + permission; sem auto-capture após reload),deviceId,controller role token,localStorage (no auto-capture),getUserMedia,device list; error feedback,static/phone-v3/audio-input-selector.test.mjs,static/phone-v3/audio-input-selector.test.mjs,automated-test-P05,silent microphone fallback forbidden,ran in P05 npm test / test:ui: static/phone-v3/audio-input-selector.test.mjs
audio.workspace_timeline,phone AUD,static/phone-v3/audio-workspace.js; audio-timeline.js,"static/phone-v3/audio-workspace.js + audio-timeline.js (canvas rendering, 12 cards, band history)","history buffer, spectral bins",controller role token,group config,DOM display,groups; graph,static/phone-v3/audio-timeline.test.mjs; layout.test.mjs; tests/ui/audio-spectral-workspace.spec.mjs,tests/ui/audio-spectral-workspace.spec.mjs:23; tests/ui/audio-workspace.spec.mjs:45,automated-test-P05,12 detector cards readable; scroll on short screens,"ran in P05 npm test / test:ui: static/phone-v3/audio-timeline.test.mjs, static/phone-v3/layout.test.mjs, tests/ui/audio-spectral-workspace.spec.mjs, tests/ui/audio-workspace.spec.mjs"
audio.smoothing_groups,phone AUD,static/phone-v3/audio-smoothing.js; audio-analysis-controls.js,"static/phone-v3/audio-smoothing.js (SmoothingGroup, EMA filter per detector group)",ms or 1/x beats,controller role token,localStorage,audio descriptor output,group readout,static/phone-v3/audio-smoothing.test.mjs; static/phone-v3/audio-analysis-controls.test.mjs,static/phone-v3/audio-smoothing.test.mjs; tests/ui/audio-spectral-workspace.spec.mjs:158,automated-test-P05,SMOOTH=0 immediate vs SMOOTH>0 smoothing interaction,"ran in P05 npm test / test:ui: static/phone-v3/audio-analysis-controls.test.mjs, static/phone-v3/audio-smoothing.test.mjs, tests/ui/audio-spectral-workspace.spec.mjs"
vision.camera_lifecycle,phone VID,static/phone-v3/camera-lifecycle.js,static/phone-v3/vision-processor.js ManagedCameraSession + static/phone-v3/camera-lifecycle.js (HTTPS obrigatório fora de localhost; resolution 320x240; rVFC fallback),start/stop,controller role token,n/a,MediaPipe Hands runtime + model,camera preview; permission state,static/phone-v3/camera-lifecycle.test.mjs,static/phone-v3/camera-lifecycle.test.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,permission denial; orphan stream on page hide,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 camera on, LIVE CHECK shown (prints 07-08) | ran in P05 npm test / test:ui: static/phone-v3/camera-lifecycle.test.mjs | progress.jsonl P02: vision-processor.js; P04: camera-lifecycle"
vision.static_pose_learner,phone VID,static/phone-v3/vision-control-state.js,static/phone-v3/vision-processor.js processHandData + static/phone-v3/vision-control-state.js (GestureLibrary; capture stability; import/export JSON v2),pose vector,controller role token,per slot,sensor.vision.gesture.1/2/3,pose card,static/phone-v3/static-pose-gesture.test.mjs; static-pose-ui.test.mjs; vision-mapping.test.mjs,static/phone-v3/static-pose-gesture.test.mjs; static-pose-ui.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,repositioning not confused with new pose; debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 G1 captured 3/3 and tested; drift after minutes (F-009) | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-mapping.test.mjs | progress.jsonl P02: vision-processor.js; P04: static-pose"
vision.pinch_clutch,phone VID,static/phone-v3/vision-control-state.js,"static/phone-v3/vision-processor.js PinchClutch (CLUTCH_ENGAGE_FRAMES=4, CLUTCH_RELEASE_FRAMES=15, EMA 0.35; POSE_DROP_PATIENCE=4; hysteresis 0.75/0.55)",continuous 0..1,controller role token,cfg,sensor.vision.pinch_x/y/z,clutch indicator,static/phone-v3/vision-mapping.test.mjs,static/phone-v3/vision-mapping.test.mjs,automated-test-P05;code-reviewed-P02;code-reviewed-P04,release debounce vs held value,ran in P05 npm test / test:ui: static/phone-v3/vision-mapping.test.mjs | progress.jsonl P02: vision-processor.js; P04: PinchClutch
max.midi_receiver_v2,Live Set,static/RC-Midi-Receiver.amxd (binary),"src/live/midi-receiver.ts pressReceiverNote + writePacket (RC MIDI Packet v2 SDK parameter, Float 0..4194303)",SDK parameter RC_MIDI_PACKET_V2 (Float 0..4194303),phone Trigger Note,device state in Set,MIDI track via SDK parameter; ordered ON/OFF; OFF preserved under pressure (queue.pending>=64),ON/OFF; v2 label SDK / LOCAL MAX — NO UDP,tests/live-midi-receiver.test.mjs; scripts/midi-receiver-arming.test.mjs; midi-receiver-device.test.mjs,tests/live-midi-receiver.test.mjs; scripts/midi-receiver-arming.test.mjs; midi-receiver-device.test.mjs,automated-test-P05;code-reviewed-P04,old UDP Receiver still loaded in Set,"ran in P05 npm test / test:ui: scripts/midi-receiver-arming.test.mjs, tests/live-midi-receiver.test.mjs | progress.jsonl P04: Receiver v2"
max.audio_sender_v2,Live Set,static/RC-Audio-Sender.amxd (binary),"static/RC-Audio-Sender.amxd (Max for Live device built by scripts/build-audio-sender.js, internal Max bus)",internal Max message bus to RC-Midi-Receiver v2,MIDI track enables Audio Sender input (OFF at load),device state in Set,MIDI track via RC-Midi-Receiver v2 input (off by default),Audio Sender ON indicator,scripts/audio-sender-device.test.mjs; tests/live-midi-receiver.test.mjs,scripts/audio-sender-device.test.mjs; tests/live-midi-receiver.test.mjs,automated-test-P05;code-reviewed-P04,max error if old version loaded; latency not measured,"ran in P05 npm test / test:ui: scripts/audio-sender-device.test.mjs, tests/live-midi-receiver.test.mjs | progress.jsonl P04: Audio Sender v2"
max.audio_descriptors_device,Live Set,internal/NATIVE-AUDIO-VALIDATION.md,scripts/build-audio-descriptors.mjs (device build deferred by owner),native audio path Max for Live device,n/a,device state,Live audio track,Native Track indicators,scripts/native-audio-*.mjs (bancada preparada),"internal/NATIVE-AUDIO-VALIDATION.md: PENDING_OWNER_DEFERRED status, blocked on owner hardware bench",blocked-owner-deferred;automated-test-P05;code-reviewed-P04,Native Track still pending owner deferred; physical hardware gate pending,"internal/NATIVE-AUDIO-VALIDATION.md: PENDING_OWNER_DEFERRED (Native Track bench deferred by the owner) | ran in P05 npm test / test:ui: scripts/native-audio-capability-probe.test.mjs, scripts/native-audio-reference.test.mjs | progress.jsonl P04: Audio Descriptors device"
dist.build_prod_ablx,CI/local,build.ts + extensions-cli,build.ts + esbuild + @ableton-extensions/cli; SDK permanece tree-shaken fora do .ablx,versioned .ablx,maintainer,artifact,release-kits/RC-Surface-<v>.ablx (manifest entry dist/extension.js),build logs,tests/release-*.test.mjs; scripts/*-package*.test.mjs,tests/release-*.test.mjs; scripts/*-package*.test.mjs,automated-test-P05;code-reviewed-P06,SDK tarball leak into .ablx; manifest drift,"ran in P05 npm test / test:ui: scripts/verify-release-package.test.mjs, tests/release-cleanup.test.mjs | progress.jsonl P06: build.ts"
dist.verify_release,CI/local,scripts/verify-release.mjs,scripts/verify-release.mjs (CI + package + gates),verification report,maintainer,test-results/release-verify.json,release pipeline,exit code 0,tests/verify-release.test.mjs; scripts/verify-release-package.test.mjs; check-release-gates.test.mjs; install-candidate-status.test.mjs,tests/verify-release.test.mjs; scripts/verify-release-package.test.mjs; check-release-gates.test.mjs; install-candidate-status.test.mjs,automated-test-P05;code-reviewed-P06,publish gate accepts pending/blocked only on local stage,"ran in P05 npm test / test:ui: scripts/verify-release-package.test.mjs | progress.jsonl P06: check-release-gates, verify-release"
dist.package_tester_kit,maintainer,scripts/package-tester-kit.mjs,scripts/package-tester-kit.mjs (slice A+B default; R opt-in via ABLETON_RC_DEV_SYNC),release-kits/RC-Surface-<v>-test/,maintainer,local AppData when ABLETON_RC_DEV_SYNC set,release-kits/RC-Surface-<v>-test/,kit files,scripts/package-tester-kit.test.mjs; scripts/test-port-assignments.test.mjs,scripts/package-tester-kit.test.mjs; scripts/test-port-assignments.test.mjs,automated-test-P05;code-reviewed-P06,ABLETON_RC_DEV_SYNC=0 in automated runs,"ran in P05 npm test / test:ui: scripts/package-tester-kit.test.mjs, scripts/test-port-assignments.test.mjs | progress.jsonl P06: package-tester-kit"
dist.migrate_data,tester,scripts/migrate-data.mjs (kit also has Windows/macOS wrappers),scripts/migrate-data.mjs + kit wrappers (Migrate-RC-Surface-Data.cmd/.ps1 / .command),kit data copy,tester,disk,worm.ableton-rc-surface -> worm.rc-surface (copy sem overwrite),kit logs,scripts/migrate-data.test.mjs; migration-wrappers.test.mjs,scripts/migrate-data.test.mjs; migration-wrappers.test.mjs,automated-test-P05;code-reviewed-P06,source missing (fresh install) -> clean exit 0,ran in P05 npm test / test:ui: scripts/migrate-data.test.mjs | progress.jsonl P06: migrate-data
bench.live_write_rate,physical bench (admin),scripts/bench-live-write-rate.mjs,scripts/bench-live-write-rate.mjs (benchDeviceParamWrites admin-only; matrix 12 células; staircase/sine patterns),"track, device, param, seconds, pattern (single/parallel/stairs/sine)",admin token,JSON test-results,Live device parameter (P04 físico pendente),started/completed/failed/skipped/mean/p50/p95/maxMs/ratePerSecond,tests/live-bench-device-param-writes.test.mjs; scripts/bench-live-write-rate.test.mjs,tests/live-bench-device-param-writes.test.mjs; scripts/bench-live-write-rate.test.mjs,automated-test-P05,P04 (physical Live + Automation Arm) pending — operator,"ran in P05 npm test / test:ui: scripts/bench-live-write-rate.test.mjs, tests/live-bench-device-param-writes.test.mjs"
bench.ws_compression,local,scripts/bench-ws-compression.mjs,scripts/bench-ws-compression.mjs (WebSocket payload compression benchmark probe),simulated JSON control frame batches,local,JSON,benchmark report (stdout),compression ratio,scripts/bench-ws-compression.mjs (standalone execution),scripts/bench-ws-compression.mjs: standalone benchmark probe described in FINDINGS.md GAP-004; no reading recorded in progress.jsonl,not-verified,descriptive benchmark probe without assertions (GAP-004),"no owner session, no existing test file resolved, no source named in progress"
